"period";"yearmonth";"profilID";"insurer";"coverage";"type";"date_aspiration";"price"
"Y17W25";"Y17M06";"LOAN2017_190";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"3902"
"Y17W25";"Y17M06";"LOAN2017_19";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"6149"
"Y17W25";"Y17M06";"LOAN2017_191";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-23";"1689"
"Y17W25";"Y17M06";"LOAN2017_190";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-25";"5174"
"Y17W25";"Y17M06";"LOAN2017_19";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-25";"11138"
"Y17W25";"Y17M06";"LOAN2017_19";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"10138"
"Y17W25";"Y17M06";"LOAN2017_19";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-25";"8919"
"Y17W25";"Y17M06";"LOAN2017_190";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"5240"
"Y17W25";"Y17M06";"LOAN2017_191";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-23";"4453"
"Y17W25";"Y17M06";"LOAN2017_190";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"5973"
"Y17W25";"Y17M06";"LOAN2017_190";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-25";"5521"
"Y17W25";"Y17M06";"LOAN2017_189";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"5616"
"Y17W25";"Y17M06";"LOAN2017_190";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-25";"8337"
"Y17W25";"Y17M06";"LOAN2017_190";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-25";"8338"
"Y17W25";"Y17M06";"LOAN2017_190";"ALPTIS";"Formule Optimum";"RESIDUAL";"2017-06-25";"8002"
"Y17W25";"Y17M06";"LOAN2017_190";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"9804"
"Y17W25";"Y17M06";"LOAN2017_190";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"7504"
"Y17W25";"Y17M06";"LOAN2017_189";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-25";"7999"
"Y17W25";"Y17M06";"LOAN2017_190";"SIMPL'ASSUR";"Minimum";"CLASSIQUE";"2017-06-25";"5582"
"Y17W25";"Y17M06";"LOAN2017_19";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"4715"
"Y17W25";"Y17M06";"LOAN2017_19";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-25";"7622"
"Y17W25";"Y17M06";"LOAN2017_191";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-23";"2602"
"Y17W25";"Y17M06";"LOAN2017_191";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-23";"2976"
"Y17W25";"Y17M06";"LOAN2017_191";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-23";"3105"
"Y17W25";"Y17M06";"LOAN2017_191";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-23";"3172"
"Y17W25";"Y17M06";"LOAN2017_190";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-25";"5903"
"Y17W25";"Y17M06";"LOAN2017_191";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-23";"4097"
"Y17W25";"Y17M06";"LOAN2017_190";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"3975"
"Y17W25";"Y17M06";"LOAN2017_191";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"4735"
"Y17W25";"Y17M06";"LOAN2017_191";"Zen'up";"Minimum";"RESIDUAL";"2017-06-23";"2279"
"Y17W25";"Y17M06";"LOAN2017_191";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-23";"5600"
"Y17W25";"Y17M06";"LOAN2017_191";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"5624"
"Y17W25";"Y17M06";"LOAN2017_191";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-23";"4373"
"Y17W25";"Y17M06";"LOAN2017_192";"AXA";"Minimum";"CLASSIQUE";"2017-06-23";"9657"
"Y17W25";"Y17M06";"LOAN2017_192";"SIMPL'ASSUR";"Minimum";"CLASSIQUE";"2017-06-23";"10118"
"Y17W25";"Y17M06";"LOAN2017_192";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-23";"10152"
"Y17W25";"Y17M06";"LOAN2017_192";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-23";"10993"
"Y17W25";"Y17M06";"LOAN2017_192";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-23";"11215"
"Y17W25";"Y17M06";"LOAN2017_192";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-23";"12762"
"Y17W25";"Y17M06";"LOAN2017_193";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-24";"2615"
"Y17W25";"Y17M06";"LOAN2017_193";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-24";"6641"
"Y17W25";"Y17M06";"LOAN2017_192";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-23";"15740"
"Y17W25";"Y17M06";"LOAN2017_192";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-23";"15967"
"Y17W25";"Y17M06";"LOAN2017_192";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"19511"
"Y17W25";"Y17M06";"LOAN2017_192";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-23";"19615"
"Y17W25";"Y17M06";"LOAN2017_192";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"18156"
"Y17W25";"Y17M06";"LOAN2017_193";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-24";"4190"
"Y17W25";"Y17M06";"LOAN2017_193";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-24";"4005"
"Y17W25";"Y17M06";"LOAN2017_193";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-24";"4374"
"Y17W25";"Y17M06";"LOAN2017_194";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-24";"16167"
"Y17W25";"Y17M06";"LOAN2017_194";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-24";"7682"
"Y17W25";"Y17M06";"LOAN2017_193";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-24";"4768"
"Y17W25";"Y17M06";"LOAN2017_193";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"4926"
"Y17W25";"Y17M06";"LOAN2017_193";"AXA";"Minimum";"CLASSIQUE";"2017-06-24";"5159"
"Y17W25";"Y17M06";"LOAN2017_193";"ALPTIS";"Formule Optimum";"RESIDUAL";"2017-06-24";"7989"
"Y17W25";"Y17M06";"LOAN2017_193";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"15865"
"Y17W25";"Y17M06";"LOAN2017_193";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-24";"9825"
"Y17W25";"Y17M06";"LOAN2017_193";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-24";"7286"
"Y17W25";"Y17M06";"LOAN2017_193";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"8706"
"Y17W25";"Y17M06";"LOAN2017_195";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-23";"926"
"Y17W25";"Y17M06";"LOAN2017_195";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-23";"2488"
"Y17W25";"Y17M06";"LOAN2017_193";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"7390"
"Y17W25";"Y17M06";"LOAN2017_196";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-24";"3365"
"Y17W25";"Y17M06";"LOAN2017_194";"AXA";"Minimum";"CLASSIQUE";"2017-06-24";"12476"
"Y17W25";"Y17M06";"LOAN2017_196";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-24";"1540"
"Y17W25";"Y17M06";"LOAN2017_194";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-24";"15240"
"Y17W25";"Y17M06";"LOAN2017_194";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"15376"
"Y17W25";"Y17M06";"LOAN2017_197";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-25";"2905"
"Y17W25";"Y17M06";"LOAN2017_197";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"2323"
"Y17W25";"Y17M06";"LOAN2017_194";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"21852"
"Y17W25";"Y17M06";"LOAN2017_197";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"3690"
"Y17W25";"Y17M06";"LOAN2017_194";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"26189"
"Y17W25";"Y17M06";"LOAN2017_192";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-23";"14605"
"Y17W25";"Y17M06";"LOAN2017_195";"AXA";"Minimum";"CLASSIQUE";"2017-06-23";"1871"
"Y17W25";"Y17M06";"LOAN2017_195";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-23";"1601"
"Y17W25";"Y17M06";"LOAN2017_195";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-23";"1883"
"Y17W25";"Y17M06";"LOAN2017_193";"Zen'up";"Minimum";"RESIDUAL";"2017-06-24";"3491"
"Y17W25";"Y17M06";"LOAN2017_195";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-23";"1977"
"Y17W25";"Y17M06";"LOAN2017_193";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-24";"6732"
"Y17W25";"Y17M06";"LOAN2017_195";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-23";"2707"
"Y17W25";"Y17M06";"LOAN2017_195";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"2857"
"Y17W25";"Y17M06";"LOAN2017_195";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"2860"
"Y17W25";"Y17M06";"LOAN2017_197";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"2256"
"Y17W25";"Y17M06";"LOAN2017_195";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"4287"
"Y17W25";"Y17M06";"LOAN2017_196";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-24";"2807"
"Y17W25";"Y17M06";"LOAN2017_197";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-25";"4162"
"Y17W25";"Y17M06";"LOAN2017_196";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-24";"3074"
"Y17W25";"Y17M06";"LOAN2017_196";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"3195"
"Y17W25";"Y17M06";"LOAN2017_112";"CSF Assurances";"Formule Optimum";"RESIDUAL";"2017-06-23";"14006"
"Y17W25";"Y17M06";"LOAN2017_113";"CSF Assurances";"Formule Optimum";"RESIDUAL";"2017-06-25";"13797"
"Y17W25";"Y17M06";"LOAN2017_196";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"4473"
"Y17W25";"Y17M06";"LOAN2017_196";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"5678"
"Y17W25";"Y17M06";"LOAN2017_196";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-24";"4975"
"Y17W25";"Y17M06";"LOAN2017_113";"CSF Assurances";"Minimum";"RESIDUAL";"2017-06-25";"7227"
"Y17W25";"Y17M06";"LOAN2017_115";"CSF Assurances";"Minimum";"RESIDUAL";"2017-06-24";"20671"
"Y17W25";"Y17M06";"LOAN2017_197";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"2792"
"Y17W25";"Y17M06";"LOAN2017_197";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"3081"
"Y17W25";"Y17M06";"LOAN2017_197";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-25";"4707"
"Y17W25";"Y17M06";"LOAN2017_197";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-25";"7326"
"Y17W25";"Y17M06";"LOAN2017_197";"ALPTIS";"Formule Optimum";"RESIDUAL";"2017-06-25";"4935"
"Y17W25";"Y17M06";"LOAN2017_197";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"4289"
"Y17W25";"Y17M06";"LOAN2017_197";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-25";"4591"
"Y17W25";"Y17M06";"LOAN2017_197";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"5957"
"Y17W25";"Y17M06";"LOAN2017_197";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"5609"
"Y17W25";"Y17M06";"LOAN2017_198";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"8308"
"Y17W25";"Y17M06";"LOAN2017_198";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"14728"
"Y17W25";"Y17M06";"LOAN2017_2";"ALPTIS";"Formule Optimum";"RESIDUAL";"2017-06-25";"2912"
"Y17W25";"Y17M06";"LOAN2017_197";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"2395"
"Y17W25";"Y17M06";"LOAN2017_198";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"16058"
"Y17W25";"Y17M06";"LOAN2017_198";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"23294"
"Y17W25";"Y17M06";"LOAN2017_198";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-25";"19465"
"Y17W25";"Y17M06";"LOAN2017_198";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"13456"
"Y17W25";"Y17M06";"LOAN2017_199";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-24";"586"
"Y17W25";"Y17M06";"LOAN2017_199";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-24";"1645"
"Y17W25";"Y17M06";"LOAN2017_198";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"14381"
"Y17W25";"Y17M06";"LOAN2017_2";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"2231"
"Y17W25";"Y17M06";"LOAN2017_198";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"11847"
"Y17W25";"Y17M06";"LOAN2017_2";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-25";"1571"
"Y17W25";"Y17M06";"LOAN2017_2";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"854"
"Y17W25";"Y17M06";"LOAN2017_20";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-25";"3684"
"Y17W25";"Y17M06";"LOAN2017_198";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"22196"
"Y17W25";"Y17M06";"LOAN2017_20";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"2056"
"Y17W25";"Y17M06";"LOAN2017_199";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-24";"1089"
"Y17W25";"Y17M06";"LOAN2017_199";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-24";"1096"
"Y17W25";"Y17M06";"LOAN2017_199";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-24";"1139"
"Y17W25";"Y17M06";"LOAN2017_199";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-24";"1254"
"Y17W25";"Y17M06";"LOAN2017_20";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"3880"
"Y17W25";"Y17M06";"LOAN2017_199";"AXA";"Minimum";"CLASSIQUE";"2017-06-24";"1308"
"Y17W25";"Y17M06";"LOAN2017_199";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"1872"
"Y17W25";"Y17M06";"LOAN2017_199";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"1991"
"Y17W25";"Y17M06";"LOAN2017_199";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-24";"2021"
"Y17W25";"Y17M06";"LOAN2017_199";"Zen'up";"Minimum";"RESIDUAL";"2017-06-24";"855"
"Y17W25";"Y17M06";"LOAN2017_199";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-24";"2145"
"Y17W25";"Y17M06";"LOAN2017_199";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-24";"1646"
"Y17W25";"Y17M06";"LOAN2017_199";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-24";"2309"
"Y17W25";"Y17M06";"LOAN2017_199";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-24";"5555"
"Y17W25";"Y17M06";"LOAN2017_20";"ALPTIS";"Formule Optimum";"RESIDUAL";"2017-06-25";"6114"
"Y17W25";"Y17M06";"LOAN2017_2";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-25";"2199"
"Y17W25";"Y17M06";"LOAN2017_2";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"1148"
"Y17W25";"Y17M06";"LOAN2017_20";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"2876"
"Y17W25";"Y17M06";"LOAN2017_2";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"1577"
"Y17W25";"Y17M06";"LOAN2017_2";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-25";"2702"
"Y17W25";"Y17M06";"LOAN2017_2";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"3680"
"Y17W25";"Y17M06";"LOAN2017_2";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-25";"1455"
"Y17W25";"Y17M06";"LOAN2017_20";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-25";"4532"
"Y17W25";"Y17M06";"LOAN2017_2";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-25";"2254"
"Y17W25";"Y17M06";"LOAN2017_2";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"2540"
"Y17W25";"Y17M06";"LOAN2017_2";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"1632"
"Y17W25";"Y17M06";"LOAN2017_2";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"1611"
"Y17W25";"Y17M06";"LOAN2017_20";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"3688"
"Y17W25";"Y17M06";"LOAN2017_115";"CSF Assurances";"Formule Optimum";"RESIDUAL";"2017-06-24";"23465"
"Y17W25";"Y17M06";"LOAN2017_116";"CSF Assurances";"Formule Optimum";"RESIDUAL";"2017-06-25";"30164"
"Y17W25";"Y17M06";"LOAN2017_20";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-25";"4276"
"Y17W25";"Y17M06";"LOAN2017_20";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"3948"
"Y17W25";"Y17M06";"LOAN2017_116";"CSF Assurances";"Minimum";"RESIDUAL";"2017-06-25";"26573"
"Y17W25";"Y17M06";"LOAN2017_20";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"5561"
"Y17W25";"Y17M06";"LOAN2017_202";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-25";"1109"
"Y17W25";"Y17M06";"LOAN2017_20";"AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"6738"
"Y17W25";"Y17M06";"LOAN2017_20";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-25";"6682"
"Y17W25";"Y17M06";"LOAN2017_200";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-23";"293"
"Y17W25";"Y17M06";"LOAN2017_200";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-23";"530"
"Y17W25";"Y17M06";"LOAN2017_200";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-23";"779"
"Y17W25";"Y17M06";"LOAN2017_200";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-23";"549"
"Y17W25";"Y17M06";"LOAN2017_200";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-23";"693"
"Y17W25";"Y17M06";"LOAN2017_200";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-23";"612"
"Y17W25";"Y17M06";"LOAN2017_201";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-23";"1453"
"Y17W25";"Y17M06";"LOAN2017_200";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"1002"
"Y17W25";"Y17M06";"LOAN2017_200";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"1018"
"Y17W25";"Y17M06";"LOAN2017_201";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-23";"2212"
"Y17W25";"Y17M06";"LOAN2017_200";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-23";"1056"
"Y17W25";"Y17M06";"LOAN2017_200";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-23";"1125"
"Y17W25";"Y17M06";"LOAN2017_202";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"421"
"Y17W25";"Y17M06";"LOAN2017_202";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"1175"
"Y17W25";"Y17M06";"LOAN2017_201";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-23";"2404"
"Y17W25";"Y17M06";"LOAN2017_201";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-23";"2498"
"Y17W25";"Y17M06";"LOAN2017_204";"ALPTIS";"Formule Optimum";"RESIDUAL";"2017-06-25";"6299"
"Y17W25";"Y17M06";"LOAN2017_203";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"2631"
"Y17W25";"Y17M06";"LOAN2017_203";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"7539"
"Y17W25";"Y17M06";"LOAN2017_201";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-23";"3308"
"Y17W25";"Y17M06";"LOAN2017_201";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-23";"3864"
"Y17W25";"Y17M06";"LOAN2017_204";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-25";"3278"
"Y17W25";"Y17M06";"LOAN2017_202";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-25";"2354"
"Y17W25";"Y17M06";"LOAN2017_201";"Zen'up";"Minimum";"RESIDUAL";"2017-06-23";"1567"
"Y17W25";"Y17M06";"LOAN2017_201";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-23";"2351"
"Y17W25";"Y17M06";"LOAN2017_202";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"1359"
"Y17W25";"Y17M06";"LOAN2017_202";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"818"
"Y17W25";"Y17M06";"LOAN2017_202";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-25";"2169"
"Y17W25";"Y17M06";"LOAN2017_202";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"910"
"Y17W25";"Y17M06";"LOAN2017_202";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-25";"1387"
"Y17W25";"Y17M06";"LOAN2017_202";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"814"
"Y17W25";"Y17M06";"LOAN2017_202";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"1040"
"Y17W25";"Y17M06";"LOAN2017_203";"Zen'up";"Minimum";"RESIDUAL";"2017-06-25";"7251"
"Y17W25";"Y17M06";"LOAN2017_203";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"11641"
"Y17W25";"Y17M06";"LOAN2017_203";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-25";"11117"
"Y17W25";"Y17M06";"LOAN2017_203";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"16935"
"Y17W25";"Y17M06";"LOAN2017_203";"AXA";"Minimum";"CLASSIQUE";"2017-06-25";"9800"
"Y17W25";"Y17M06";"LOAN2017_203";"Zen'up";"Formule Optimum";"RESIDUAL";"2017-06-25";"9462"
"Y17W25";"Y17M06";"LOAN2017_117";"CSF Assurances";"Formule Optimum";"RESIDUAL";"2017-06-24";"22266"
"Y17W25";"Y17M06";"LOAN2017_203";"SIMPL'ASSUR";"Minimum";"CLASSIQUE";"2017-06-25";"7917"
"Y17W25";"Y17M06";"LOAN2017_203";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"10702"
"Y17W25";"Y17M06";"LOAN2017_117";"CSF Assurances";"Minimum";"RESIDUAL";"2017-06-24";"15717"
"Y17W25";"Y17M06";"LOAN2017_203";"SIMPL'ASSUR";"Formule Optimum";"CLASSIQUE";"2017-06-25";"11517"
"Y17W25";"Y17M06";"LOAN2017_203";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"16015"
"Y17W25";"Y17M06";"LOAN2017_203";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-25";"15105"
"Y17W25";"Y17M06";"LOAN2017_204";"MAAF Assurances";"Minimum";"MUTUELLE";"2017-06-25";"3041"
"Y17W25";"Y17M06";"LOAN2017_12";"CSF Assurances";"Minimum";"RESIDUAL";"2017-06-24";"12960"
"Y17W25";"Y17M06";"LOAN2017_204";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"5119"
"Y17W25";"Y17M06";"LOAN2017_204";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-25";"6269"
"Y17W25";"Y17M06";"LOAN2017_12";"CSF Assurances";"Formule Optimum";"RESIDUAL";"2017-06-24";"18360"
"Y17W25";"Y17M06";"LOAN2017_204";"Cardif";"Formule Optimum";"BANCASSUREUR";"2017-06-25";"4270"
"Y17W25";"Y17M06";"LOAN2017_204";"Cardif";"Minimum";"BANCASSUREUR";"2017-06-25";"2882"
"Y17W25";"Y17M06";"LOAN2017_204";"Groupe AVIVA";"Minimum";"CLASSIQUE";"2017-06-25";"2675"
"Y17W25";"Y17M06";"LOAN2017_204";"Groupe AXA";"Minimum";"CLASSIQUE";"2017-06-25";"3104"
"Y17W25";"Y17M06";"LOAN2017_204";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"4556"
"Y17W25";"Y17M06";"LOAN2017_204";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"4370"
"Y17W25";"Y17M06";"LOAN2017_205";"Groupe AXA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"13754"
"Y17W25";"Y17M06";"LOAN2017_205";"MAAF Assurances";"Formule Optimum";"MUTUELLE";"2017-06-25";"13027"
"Y17W25";"Y17M06";"LOAN2017_204";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"1679"
"Y17W25";"Y17M06";"LOAN2017_205";"AsCourtage";"Formule Optimum";"RESIDUAL";"2017-06-25";"8128"
"Y17W25";"Y17M06";"LOAN2017_205";"AsCourtage";"Minimum";"RESIDUAL";"2017-06-25";"4422"
"Y17W25";"Y17M06";"LOAN2017_205";"ALPTIS";"Minimum";"RESIDUAL";"2017-06-25";"6829"
"Y17W25";"Y17M06";"LOAN2017_205";"Groupe AVIVA";"Formule Optimum";"CLASSIQUE";"2017-06-25";"14193"
"Y17W25";"Y17M06";"LOAN2017_205";"ALPTIS";"Formule Optimum";"RESIDUAL";"2017-06-25";"10061"
