"period";"yearmonth";"profilID";"insurer";"coverage";"type";"date_aspiration";"price"
"Y17W25";"Y17M06";"LOAN2017_97";"AFI-ESCA";"Minimum";"RESIDUAL";"2017-06-25";"4810"
"Y17W25";"Y17M06";"LOAN2017_98";"AFI-ESCA";"Minimum";"RESIDUAL";"2017-06-25";"1871"
"Y17W25";"Y17M06";"LOAN2017_98";"AFI-ESCA";"Formule Optimum";"RESIDUAL";"2017-06-25";"3511"
"Y17W25";"Y17M06";"LOAN2017_99";"AFI-ESCA";"Minimum";"RESIDUAL";"2017-06-24";"6068"
"Y17W25";"Y17M06";"LOAN2017_99";"AFI-ESCA";"Formule Optimum";"RESIDUAL";"2017-06-24";"8505"
"Y17W25";"Y17M06";"LOAN2017_0";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"2397"
"Y17W25";"Y17M06";"LOAN2017_0";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-23";"4219"
"Y17W25";"Y17M06";"LOAN2017_1";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"1457"
"Y17W25";"Y17M06";"LOAN2017_1";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"2424"
"Y17W25";"Y17M06";"LOAN2017_1";"HODEVA";"Minimum";"RESIDUAL";"2017-06-21";"1445"
"Y17W25";"Y17M06";"LOAN2017_10";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"1530"
"Y17W25";"Y17M06";"LOAN2017_10";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"2707"
"Y17W25";"Y17M06";"LOAN2017_100";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"2800"
"Y17W25";"Y17M06";"LOAN2017_100";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"1556"
"Y17W25";"Y17M06";"LOAN2017_101";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"6397"
"Y17W25";"Y17M06";"LOAN2017_102";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"4902"
"Y17W25";"Y17M06";"LOAN2017_102";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-23";"8638"
"Y17W25";"Y17M06";"LOAN2017_103";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"4785"
"Y17W25";"Y17M06";"LOAN2017_103";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"7153"
"Y17W25";"Y17M06";"LOAN2017_104";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"750"
"Y17W25";"Y17M06";"LOAN2017_104";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"1309"
"Y17W25";"Y17M06";"LOAN2017_106";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"2688"
"Y17W25";"Y17M06";"LOAN2017_106";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"4370"
"Y17W25";"Y17M06";"LOAN2017_107";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"2521"
"Y17W25";"Y17M06";"LOAN2017_107";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"4350"
"Y17W25";"Y17M06";"LOAN2017_108";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"14211"
"Y17W25";"Y17M06";"LOAN2017_108";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"8232"
"Y17W25";"Y17M06";"LOAN2017_109";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"11241"
"Y17W25";"Y17M06";"LOAN2017_109";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"20068"
"Y17W25";"Y17M06";"LOAN2017_11";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"3486"
"Y17W25";"Y17M06";"LOAN2017_110";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"5264"
"Y17W25";"Y17M06";"LOAN2017_110";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"8507"
"Y17W25";"Y17M06";"LOAN2017_111";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"2008"
"Y17W25";"Y17M06";"LOAN2017_111";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"3298"
"Y17W25";"Y17M06";"LOAN2017_112";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"2986"
"Y17W25";"Y17M06";"LOAN2017_112";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-23";"5548"
"Y17W25";"Y17M06";"LOAN2017_113";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"4409"
"Y17W25";"Y17M06";"LOAN2017_113";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"2776"
"Y17W25";"Y17M06";"LOAN2017_114";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"3336"
"Y17W25";"Y17M06";"LOAN2017_114";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"2005"
"Y17W25";"Y17M06";"LOAN2017_115";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"10428"
"Y17W25";"Y17M06";"LOAN2017_115";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"15289"
"Y17W25";"Y17M06";"LOAN2017_116";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"24970"
"Y17W25";"Y17M06";"LOAN2017_116";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"18029"
"Y17W25";"Y17M06";"LOAN2017_117";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"10589"
"Y17W25";"Y17M06";"LOAN2017_117";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"6767"
"Y17W25";"Y17M06";"LOAN2017_118";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"6700"
"Y17W25";"Y17M06";"LOAN2017_119";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"8491"
"Y17W25";"Y17M06";"LOAN2017_12";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"4820"
"Y17W25";"Y17M06";"LOAN2017_12";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"8420"
"Y17W25";"Y17M06";"LOAN2017_120";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"3177"
"Y17W25";"Y17M06";"LOAN2017_121";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"1787"
"Y17W25";"Y17M06";"LOAN2017_121";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-23";"2921"
"Y17W25";"Y17M06";"LOAN2017_122";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"5059"
"Y17W25";"Y17M06";"LOAN2017_122";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"8991"
"Y17W25";"Y17M06";"LOAN2017_123";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"8400"
"Y17W25";"Y17M06";"LOAN2017_123";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"5407"
"Y17W25";"Y17M06";"LOAN2017_124";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"4888"
"Y17W25";"Y17M06";"LOAN2017_124";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"8297"
"Y17W25";"Y17M06";"LOAN2017_125";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"10743"
"Y17W25";"Y17M06";"LOAN2017_125";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"18545"
"Y17W25";"Y17M06";"LOAN2017_126";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"7027"
"Y17W25";"Y17M06";"LOAN2017_126";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"4352"
"Y17W25";"Y17M06";"LOAN2017_127";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"5338"
"Y17W25";"Y17M06";"LOAN2017_127";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"3474"
"Y17W25";"Y17M06";"LOAN2017_128";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"4050"
"Y17W25";"Y17M06";"LOAN2017_128";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"2478"
"Y17W25";"Y17M06";"LOAN2017_129";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"1839"
"Y17W25";"Y17M06";"LOAN2017_129";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"3263"
"Y17W25";"Y17M06";"LOAN2017_13";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"5088"
"Y17W25";"Y17M06";"LOAN2017_13";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"2889"
"Y17W25";"Y17M06";"LOAN2017_130";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"8963"
"Y17W25";"Y17M06";"LOAN2017_130";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"6192"
"Y17W25";"Y17M06";"LOAN2017_131";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"7477"
"Y17W25";"Y17M06";"LOAN2017_131";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"9623"
"Y17W25";"Y17M06";"LOAN2017_132";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"2267"
"Y17W25";"Y17M06";"LOAN2017_132";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"3532"
"Y17W25";"Y17M06";"LOAN2017_133";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"3597"
"Y17W25";"Y17M06";"LOAN2017_133";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"6623"
"Y17W25";"Y17M06";"LOAN2017_134";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"4087"
"Y17W25";"Y17M06";"LOAN2017_134";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"2540"
"Y17W25";"Y17M06";"LOAN2017_135";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"590"
"Y17W25";"Y17M06";"LOAN2017_135";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-23";"1013"
"Y17W25";"Y17M06";"LOAN2017_136";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"6088"
"Y17W25";"Y17M06";"LOAN2017_136";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"3506"
"Y17W25";"Y17M06";"LOAN2017_137";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"5822"
"Y17W25";"Y17M06";"LOAN2017_137";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"10139"
"Y17W25";"Y17M06";"LOAN2017_138";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"2529"
"Y17W25";"Y17M06";"LOAN2017_138";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"4351"
"Y17W25";"Y17M06";"LOAN2017_139";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"3715"
"Y17W25";"Y17M06";"LOAN2017_139";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"5882"
"Y17W25";"Y17M06";"LOAN2017_14";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"4120"
"Y17W25";"Y17M06";"LOAN2017_140";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"8815"
"Y17W25";"Y17M06";"LOAN2017_140";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"12320"
"Y17W25";"Y17M06";"LOAN2017_141";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"727"
"Y17W25";"Y17M06";"LOAN2017_141";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"406"
"Y17W25";"Y17M06";"LOAN2017_142";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"2595"
"Y17W25";"Y17M06";"LOAN2017_142";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"4536"
"Y17W25";"Y17M06";"LOAN2017_143";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"2450"
"Y17W25";"Y17M06";"LOAN2017_144";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"1209"
"Y17W25";"Y17M06";"LOAN2017_145";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"2422"
"Y17W25";"Y17M06";"LOAN2017_145";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-23";"4049"
"Y17W25";"Y17M06";"LOAN2017_146";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"20406"
"Y17W25";"Y17M06";"LOAN2017_146";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"29376"
"Y17W25";"Y17M06";"LOAN2017_147";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"789"
"Y17W25";"Y17M06";"LOAN2017_147";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"1382"
"Y17W25";"Y17M06";"LOAN2017_148";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"1295"
"Y17W25";"Y17M06";"LOAN2017_148";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"805"
"Y17W25";"Y17M06";"LOAN2017_149";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"2457"
"Y17W25";"Y17M06";"LOAN2017_149";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-23";"4545"
"Y17W25";"Y17M06";"LOAN2017_15";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"2743"
"Y17W25";"Y17M06";"LOAN2017_15";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"4440"
"Y17W25";"Y17M06";"LOAN2017_150";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"5775"
"Y17W25";"Y17M06";"LOAN2017_150";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"10070"
"Y17W25";"Y17M06";"LOAN2017_151";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"3187"
"Y17W25";"Y17M06";"LOAN2017_151";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"1939"
"Y17W25";"Y17M06";"LOAN2017_152";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"4087"
"Y17W25";"Y17M06";"LOAN2017_152";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"6753"
"Y17W25";"Y17M06";"LOAN2017_153";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"3125"
"Y17W25";"Y17M06";"LOAN2017_153";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"1854"
"Y17W25";"Y17M06";"LOAN2017_154";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"1289"
"Y17W25";"Y17M06";"LOAN2017_154";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"2202"
"Y17W25";"Y17M06";"LOAN2017_155";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"3770"
"Y17W25";"Y17M06";"LOAN2017_157";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"17856"
"Y17W25";"Y17M06";"LOAN2017_157";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"24142"
"Y17W25";"Y17M06";"LOAN2017_158";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"17008"
"Y17W25";"Y17M06";"LOAN2017_158";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"9777"
"Y17W25";"Y17M06";"LOAN2017_159";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"12519"
"Y17W25";"Y17M06";"LOAN2017_159";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"20206"
"Y17W25";"Y17M06";"LOAN2017_16";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"2397"
"Y17W25";"Y17M06";"LOAN2017_16";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"4219"
"Y17W25";"Y17M06";"LOAN2017_160";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"3379"
"Y17W25";"Y17M06";"LOAN2017_160";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"5983"
"Y17W25";"Y17M06";"LOAN2017_161";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"2412"
"Y17W25";"Y17M06";"LOAN2017_161";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"3881"
"Y17W25";"Y17M06";"LOAN2017_163";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"4394"
"Y17W25";"Y17M06";"LOAN2017_163";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-23";"6842"
"Y17W25";"Y17M06";"LOAN2017_164";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"4265"
"Y17W25";"Y17M06";"LOAN2017_164";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"2573"
"Y17W25";"Y17M06";"LOAN2017_165";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"13230"
"Y17W25";"Y17M06";"LOAN2017_165";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"8615"
"Y17W25";"Y17M06";"LOAN2017_166";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"3722"
"Y17W25";"Y17M06";"LOAN2017_166";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"2052"
"Y17W25";"Y17M06";"LOAN2017_167";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"4332"
"Y17W25";"Y17M06";"LOAN2017_168";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"2484"
"Y17W25";"Y17M06";"LOAN2017_168";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"4320"
"Y17W25";"Y17M06";"LOAN2017_169";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"2500"
"Y17W25";"Y17M06";"LOAN2017_169";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"4303"
"Y17W25";"Y17M06";"LOAN2017_17";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"2397"
"Y17W25";"Y17M06";"LOAN2017_17";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"4219"
"Y17W25";"Y17M06";"LOAN2017_170";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"597"
"Y17W25";"Y17M06";"LOAN2017_170";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-23";"1067"
"Y17W25";"Y17M06";"LOAN2017_171";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"1852"
"Y17W25";"Y17M06";"LOAN2017_171";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"3186"
"Y17W25";"Y17M06";"LOAN2017_172";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"3816"
"Y17W25";"Y17M06";"LOAN2017_172";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"6627"
"Y17W25";"Y17M06";"LOAN2017_173";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"4334"
"Y17W25";"Y17M06";"LOAN2017_174";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"2089"
"Y17W25";"Y17M06";"LOAN2017_175";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"2580"
"Y17W25";"Y17M06";"LOAN2017_175";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"3957"
"Y17W25";"Y17M06";"LOAN2017_176";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"1349"
"Y17W25";"Y17M06";"LOAN2017_176";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"2173"
"Y17W25";"Y17M06";"LOAN2017_177";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"25988"
"Y17W25";"Y17M06";"LOAN2017_177";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"17034"
"Y17W25";"Y17M06";"LOAN2017_178";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"470"
"Y17W25";"Y17M06";"LOAN2017_178";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"764"
"Y17W25";"Y17M06";"LOAN2017_179";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"1083"
"Y17W25";"Y17M06";"LOAN2017_179";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-23";"1935"
"Y17W25";"Y17M06";"LOAN2017_18";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"1655"
"Y17W25";"Y17M06";"LOAN2017_18";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"2865"
"Y17W25";"Y17M06";"LOAN2017_180";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"1637"
"Y17W25";"Y17M06";"LOAN2017_180";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-23";"2733"
"Y17W25";"Y17M06";"LOAN2017_181";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"337"
"Y17W25";"Y17M06";"LOAN2017_181";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"226"
"Y17W25";"Y17M06";"LOAN2017_182";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"3760"
"Y17W25";"Y17M06";"LOAN2017_182";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-23";"5424"
"Y17W25";"Y17M06";"LOAN2017_183";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"5422"
"Y17W25";"Y17M06";"LOAN2017_183";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"3091"
"Y17W25";"Y17M06";"LOAN2017_184";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"2356"
"Y17W25";"Y17M06";"LOAN2017_184";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"1323"
"Y17W25";"Y17M06";"LOAN2017_186";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"6698"
"Y17W25";"Y17M06";"LOAN2017_186";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"3795"
"Y17W25";"Y17M06";"LOAN2017_187";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"1999"
"Y17W25";"Y17M06";"LOAN2017_187";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"3535"
"Y17W25";"Y17M06";"LOAN2017_188";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"2007"
"Y17W25";"Y17M06";"LOAN2017_188";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"3664"
"Y17W25";"Y17M06";"LOAN2017_189";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"4605"
"Y17W25";"Y17M06";"LOAN2017_19";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"5532"
"Y17W25";"Y17M06";"LOAN2017_19";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"8219"
"Y17W25";"Y17M06";"LOAN2017_190";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"3702"
"Y17W25";"Y17M06";"LOAN2017_190";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"6522"
"Y17W25";"Y17M06";"LOAN2017_191";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"3196"
"Y17W25";"Y17M06";"LOAN2017_191";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-23";"5428"
"Y17W25";"Y17M06";"LOAN2017_192";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"10101"
"Y17W25";"Y17M06";"LOAN2017_192";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-23";"14885"
"Y17W25";"Y17M06";"LOAN2017_193";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"4692"
"Y17W25";"Y17M06";"LOAN2017_193";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"8109"
"Y17W25";"Y17M06";"LOAN2017_194";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"13187"
"Y17W25";"Y17M06";"LOAN2017_194";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"22766"
"Y17W25";"Y17M06";"LOAN2017_195";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"1949"
"Y17W25";"Y17M06";"LOAN2017_195";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-23";"3411"
"Y17W25";"Y17M06";"LOAN2017_196";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"3976"
"Y17W25";"Y17M06";"LOAN2017_196";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"2472"
"Y17W25";"Y17M06";"LOAN2017_197";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"4450"
"Y17W25";"Y17M06";"LOAN2017_197";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"2707"
"Y17W25";"Y17M06";"LOAN2017_198";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"12516"
"Y17W25";"Y17M06";"LOAN2017_198";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"17455"
"Y17W25";"Y17M06";"LOAN2017_199";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"1255"
"Y17W25";"Y17M06";"LOAN2017_199";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"2279"
"Y17W25";"Y17M06";"LOAN2017_2";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"1654"
"Y17W25";"Y17M06";"LOAN2017_2";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"2865"
"Y17W25";"Y17M06";"LOAN2017_20";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"2889"
"Y17W25";"Y17M06";"LOAN2017_20";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"5088"
"Y17W25";"Y17M06";"LOAN2017_200";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"542"
"Y17W25";"Y17M06";"LOAN2017_200";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-23";"930"
"Y17W25";"Y17M06";"LOAN2017_201";"HODEVA";"Minimum";"RESIDUAL";"2017-06-23";"1449"
"Y17W25";"Y17M06";"LOAN2017_201";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-23";"2443"
"Y17W25";"Y17M06";"LOAN2017_202";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"1587"
"Y17W25";"Y17M06";"LOAN2017_202";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"877"
"Y17W25";"Y17M06";"LOAN2017_203";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"8328"
"Y17W25";"Y17M06";"LOAN2017_203";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"4854"
"Y17W25";"Y17M06";"LOAN2017_204";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"5195"
"Y17W25";"Y17M06";"LOAN2017_204";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"3113"
"Y17W25";"Y17M06";"LOAN2017_205";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"12468"
"Y17W25";"Y17M06";"LOAN2017_205";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"6974"
"Y17W25";"Y17M06";"LOAN2017_206";"HODEVA";"Minimum";"RESIDUAL";"2017-06-25";"9828"
"Y17W25";"Y17M06";"LOAN2017_206";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-25";"14510"
"Y17W25";"Y17M06";"LOAN2017_207";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"1420"
"Y17W25";"Y17M06";"LOAN2017_207";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"2358"
"Y17W25";"Y17M06";"LOAN2017_208";"HODEVA";"Minimum";"RESIDUAL";"2017-06-24";"3031"
"Y17W25";"Y17M06";"LOAN2017_208";"HODEVA";"Formule Optimum";"RESIDUAL";"2017-06-24";"5162"
